Chapter,Clause,Content,Length
採購申訴審議規則,第十二條 ,（刪除）,4
採購申訴審議規則,第十三條 ,申訴事件經依第十一條審查無不受理之情形者，由申訴會主任委員指定委員一人至三人為預審委員，進行實體審查。,51
採購申訴審議規則,第十四條 ,申訴會於審議時得按事件需要，選任諮詢委員一人至三人，以備諮詢。,31
採購申訴審議規則,第十五條 ,申訴會得依職權或申請，通知廠商、機關到指定場所陳述意見。,28
採購申訴審議規則,第十六條 ,申訴會於審議時，得囑託具專門知識經驗之機關、學校、團體或人員鑑定，並得邀請學者、專家或相關人士到場說明，或請機關、廠商提供相關文件、資料。前項學者、專家之迴避，準用採購申訴審議委員會組織準則關於申訴會委員迴避之規定。,108
採購申訴審議規則,第十七條 ,預審委員審議申訴事件，認為有必要者，經提報申訴會委員會議決議後，得通知招標機關暫停採購程序。但預審委員認時間急迫，應及時處理者，申訴會得以書面徵詢全體委員之意見，獲過半數委員之書面同意後暫停之。,97
採購申訴審議規則,第十八條 ,預審委員應就申訴事件作成預審意見，載明處理經過，並檢具相關卷證文件，提申訴會委員會議審議。,45
採購申訴審議規則,第十九條 ,（刪除）,4
採購申訴審議規則,第二十條 ,申訴會應按委員會議決議製作審議判斷書原本，載明下列事項：一、申訴廠商之名稱、住、居所或事務所或營業所及管理人或代表人之姓名、住、居所。二、有代理人者，其代理人之姓名、住、居所。三、招標機關。四、主文、事實及理由。其係不受理之審議判斷，得不記載事實。五、年、月、日。前項審議判斷書應於完成審議後十日內作成正本，送達於申訴廠商及招標機關。,167
採購申訴審議規則,第二十一條 ,前條審議判斷書，應指明招標機關原採購行為有無違反法令之處；其有違反者，並得建議招標機關處置方式。申訴會為前項之建議或依第十七條為通知時，應考量公共利益、相關廠商利益及其他有關情況。,90
採購申訴審議規則,第二十二條 ,審議判斷書應附記如不服審議判斷，得於審議判斷書送達之次日起二個月內，向行政法院提起行政訴訟。審議判斷書未依前項規定為附記或附記錯誤者，準用訴願法第九十一條及第九十二條規定。,86
採購申訴審議規則,第二十三條 ,（刪除）,4
採購申訴審議規則,第二十四條 ,審議判斷書有誤寫、誤算或其他類此之顯然錯誤者，申訴會得隨時或依申請更正之；其正本與原本不符者，亦同。,50
採購申訴審議規則,第二十五條 ,本法第七十八條第二項所定完成審議期限，如申訴書尚待補正者，自補正之次日起算；申訴廠商於審議期限內續補具理由者，自最後補具理由之次日起算。,68
採購申訴審議規則,第二十六條 ,申訴事件經依本法第八十一條規定撤回者，申訴會應即終結審議程序，並通知申訴廠商及招標機關。,44
採購申訴審議規則,第二十七條 ,廠商對於採購履約爭議事件誤提起申訴者，得申請改行調解程序。廠商未申請者，申訴會應告知得為申請。,47
採購申訴審議規則,第二十七條之一,廠商或利害關係人不服申訴會於審議程序中所為程序上處置者，僅得於對審議判斷聲明不服時一併聲明之。,47
採購申訴審議規則,第二十八條 ,申訴事件之文書，應就每一事件編訂卷宗。,19
採購申訴審議規則,第二十九條 ,申訴會委員、執行秘書、工作人員、諮詢委員及學者、專家因經辦、參與申訴事件，知悉他人職務上、業務上之秘密或其他涉及個人隱私之事項，應保守秘密。,70
採購申訴審議規則,第三十條 ,審議判斷書，採用郵務送達者，應使用申訴郵務送達證書。申訴文書之送達，除前項規定外，準用行政程序法關於送達之規定。,56
採購申訴審議規則,第三十一條 ,本規則有關之書表格式，由主管機關定之。,19
採購申訴審議規則,第三十二條 ,本規則自中華民國八十八年五月二十七日施行。本規則修正條文自發布日施行。,35
採購稽核小組作業規則,第一條 ,本規則依政府採購法（以下簡稱本法）第一百零八條第二項規定訂定之。,32
採購稽核小組作業規則,第二條 ,採購稽核小組（以下簡稱稽核小組）得就機關辦理採購之書面、資訊網路或其他有關之資訊、資料，辦理稽核監督。稽核小組為辦理前項事宜，得向相關機關調閱有關資料；被請求機關不得拒絕。但法律另有規定者，不在此限。,100
採購稽核小組作業規則,第三條 ,稽核小組發現機關辦理採購有重大異常情形者，得經召集人指定稽核委員組成專案小組，對機關進行稽核監督。主管機關或設立機關發現機關辦理採購有重大異常情形者，亦得經召集人為前項之指定。前二項以外情形，稽核小組得隨時辦理稽核監督。稽核小組進行稽核監督時，得不預先通知機關。,131
採購稽核小組作業規則,第四條 ,稽核委員辦理稽核監督，應公正行使職權，不得有下列情形：一、假稽核監督之名，妨礙機關依法辦理採購。二、接受不當饋贈或招待。三、代採購機關訂定底價、審查投標文件、評選廠商或其他類似情形。四、藉稽核監督之便，蒐集與稽核監督無關之資訊或資料，或為其他不當之要求。五、洩漏應保密之稽核監督所獲資訊或資料。六、洩漏應保密之稽核監督時間、地點及對象。七、未經稽核小組指派，自行辦理稽核監督。八、從事足以影響稽核委員尊嚴或使一般人認其有不能公正執行職務之事務或活動。,225
採購稽核小組作業規則,第五條 ,稽核小組辦理稽核監督，採購機關應予協助或配合。稽核委員至採購機關辦理稽核監督時，應主動出示稽核小組之書面通知及身分證明。,60
採購稽核小組作業規則,第六條 ,稽核小組辦理稽核監督之範圍，包括進行中或已完成之招標、開標、審標、決標、訂約、履約、驗收及使用各採購階段之採購作業。稽核小組得就各採購階段或可能有異常情形之採購階段辦理稽核。,87
採購稽核小組作業規則,第七條 1,稽核小組就採購各階段之稽核監督重點事項如下：一、招標階段：(一)招標文件。(二)預算及底價。(三)廠商資格。(四)技術規格。(五)招標方式及決標原則。(六)評選或審查委員會組成。二、開標、審標及決標階段：(一)監辦作業。(二)開標作業。(三)投標文件審查。(四)評選作業。(五)標價偏低之處理。(六)議價、比價、減價、協商、決標、流標、廢標、檢討流廢標及重行招標之處理。三、訂約及履約階段：(一)訂約作業。(二)保險作業。(三)履約管理。(四)查驗作業。(五)契約變更。(六)違約或發生事故處理。(七)付款作業。,256
採購稽核小組作業規則,第七條 2,稽核小組就採購各階段之稽核監督重點事項如下：四、驗收階段：(一)交貨、完工、竣工及初驗作業。(二)驗收作業。(三)違約處理。(四)付款作業。五、使用階段：(一)使用及維護情形。(二)使用效益。(三)實際使用、維護情形及效益與原計畫之差異。(四)違約或發生事故處理。六、其他：(一)作業程序、進度、品質、效率及專業程度。(二)爭議處理。(三)法規遵守。(四)其他經主管機關或設立機關指定者。,194
